Work Steps,Actions,CATEGORY 
"RAD ALT 1 FAIL, EGPWS INOP, WINDSHEAR INOP MESSAGES INTERMINTINT DURING CRUISE FLIGHT",". 

RAD ALT 1 FAIL R/R RA #1 IAW EMB 145XR MM 34-31-00, OPS CK GOOD",RADIO ALT
PITOT 3 FAIL INTERMINTINT DURING CRUISE / LOTO DEVICE INSTALLED / MAINTENANCE CONTROL REQUESTING MORE TROUBLESHOOTING,". 

PITOT 3 FAIL CLEANED PITOT 3 P/B, OPS CK GOOD IAW EMB 145XR MM 30-31-00 / LOTO REM & STOWED / MAINTENANCE CONTROL REQUESTING MORE TROUBLESHOOTING R+R 3 RELAYS PITOT STATIC 3 RELAY, SENSOR HEATING RELAY 3, AIR/GROUND POS RELAY IAW EMB145 FIM 30-31-00-810-803-A OPS CK GOOD.",SENSOR HEATING
LAV SINK WILL NOT DRAIN / LOTO INSTALLED,". 

UNCLOGGED DRAIN AS REQ / REMOVED AND STOWED LOTO AS REQ",POTABLE WATER
WATER DRIP ON POTABLE SERVICE DOOR / LOTO INSTALLED,". 

FOUND POTABLE WATER BEEN OVERSERVICED IAW EMB 145 AMM 12-15-01. NO OTHER DEFECTS NOTED / LOTO DEVICE REMOVED AND STOWED AS REQUIRED",POTABLE WATER
SCREWS LOOSE ON RT FUSELAGE OVER WING,". 

TIGHTENED RH WTF FAIRING SCREWS IAW EMB 145 AMM 20-10-07. NO FURTHER DEFECTS NOTED AT THIS TIME.",MISSING/LOOSE SCREW
SERVICE DOOR MAKING HIGH PITCH SOUND ON CLIMBOUT / LOTO INSTALLED,". 

SVC DOOR SQUEAL CLEANED & LUBED SVC DOOR FRAME SEAL, PRESSURIZATION CK GOOD IAW EMB 145XR MM 21-31-00, NO SQUEAL HEARD / LOTO REM",SERVICE DOOR
ENG #1 LOW OIL / LOTO DEVICE INSTALLED,". 

SVC ENG 1 WITH OIL IAW EMB 145 AMM 12-12-01 / LOTO REMOVED",ENG OIL
1A OVHD PANEL LOOSE / LOTO INSTALLED,". 

RESECURED 1A OVERHEAD PENAL IRW EMB 145 AMM 25-22-05. NO FURTHER DEFECTS NOTED / LOTO REMOVED AND STOWED AS REQ.",ACCESS DOOR/PANEL
18D WINDOW SHADE NOT SECURE,". 

DEFERRED PER NEF 25-90-17-1. WINDOW SHADE REMOVED AT SEAT 18D. PLACARD APPLIED / R&R WINDOW TRIM COVER ASSY AND REPLACED SHADE ASSY IAW EMB 145 AMM 25-23-09. NEF CLEARED. PLACARD REMOVED.",CABIN INTERIOR
FO SIDE HANDLE BROKEN,". 

DEFERRED PER NEF 25-93-03-1. PLACARD APPLIED",COCKPIT EQUIP/INTERIOR
FO EFB MOUNT BROKEN / LOTO INSTALLED,". 

DEFERED PER NEF 25-93-23-9 PLACARD INSTALLED / REPALCED FO EFB AS REQ MEL 25-93-23-9 CLEARED PLACARD REMOVED / REMOVED AND STOWED AS REQ",COCKPIT EQUIP/INTERIOR
FIRST AID KIT TAMPER SEAL BROKEN / LOTO DEVICE INSTALLED,". 

INSPECTED & RESEALED FIRST AID KIT IRT GMM SECTION 8. NO DEFECT NOTED AT THIS TIME. / REMOVED & STOWED LOTO AS REQ.",EMERGENCY EQUIPMENT
SEAT 5D SEATBACK NOT SECURE / LOTO DEVICE INSTALLED,". 

RE-SECURED SEAT 5D SEAT BACK IRW SAFRAN SEATS CMM 25-20-59. NO FURTHER DEFECTS NOTED AT THIS TIME / LOTO REMOVED AND STOWED AS REQUIRED",PAX SEAT
ARMREST AT 23A DAMAGED / LOTO INSTALLED,". 

RESECURED SCREWS IN HANDLE END CAP IAW EMB 145 CMM 25-20-60. OPS CK GOOD / LOTO REMOVED",PAX SEAT
"GUST LOCK NOT ENGAGING / LOTO INSTALLED / ENGINEERING REQUEST – GUST LOCK WILL NOT LOCK CYCLE THE SYSTEM AT LEAST 10X TO TRY AND DUPLICATE THE PROBLEM. IF IT IS A HANDLE PROBLEM T/S PER THE FIM 27-70-00-810-802-A AS REQUIRED. OTHERWISE, T/S PER FIM 27-70-00-810-803-A. / IF THE FAULT CAN BE DUPLICATED (HANDLE MOVES TO THE LOCKED POSITION BUT ELEVATOR DOES NOT LOCK): - ENSURE THE GUST LOCK HANDLE IS IN THE LOCKED POSITION WITH AC POWER APPLIED. - CHECK THE GROUND AT THE GUST LOCK ACTUATOR CONNECTOR J3014-D (WM 27-70-50). IF THERE IS NO GROUND CONNECTION TRACE THE PROBLEM BACK TO GROUND STUD GS 0615 DC. - CHECK FOR 28V AT J3014-A. IF THERE IS NO 28V DETERMINE WHERE THE LOSS IS BY TRACING THE CIRCUIT BACK FROM J3014-A TO K1168 B2-B3, K0848 D1-D2, AND GUST LOCK SWITCH S0525. - IF THERE IS 28V AT PIN A AND GROUND AT PIN D, REPLACE THE GUST LOCK ACTUATOR PER AMM 27-71-01. / IF NFF, REPLACE RELAYS K0848 AND K1168 PER AMM 20-13-02. / PERFORM THE GUST LOCK SYSTEM OPERATIONAL CHECK PER AMM 27-71-00-700-801-A/500.",". 

DEFER PER MEL 27-70-00-1, ALL MAINTENANCE PROCEDURES FOLLOWED, PLACARD APPLIED PULLED AND COLLARED CB F23. / LOTO DEVICE REMOVED AND STOWED / ENGINEERING REQUEST – GUST LOCK WILL NOT LOCK COULD NOT DUPLICATE AFTER MULTIPLE CYCLES. T/S IAW FIM 27-70-00-810-803 STEPS 1, 11-13. R&R RELAY K0831 IAW AMM 20-13-02, OPS CHECK SAT. PLACARD REMOVED, CB CLOSED, MEL CLEARED / T/S IAW FIM 27-70-00-810-803 STEPS 1, 11-13. R&R RELAY K0831 PER FIM 27-70-00-810-803 STEPS 1, 11-13 / R&R RELAY K0831 PER FIM 27-70-00-810-803 STEPS 1, 11-13 / OPS CHECK SAT IAW AMM 27-71-00",GUST LOCK
BACK UP PITCH TRIM DOES NOT TEST AS REQUIRED,". 

R/R BACK UP PITCH TRIM CONTROL PANEL IAW EMB 145 AMM 20-13-10. OPS CHECK GOOD IAW EMB 145 AMM 27-40-00",PITCH TRIM
"IN FLIGHT ""FUEL XFER INOP"" MESS COME ON RAN QRH AFTER SELECTING VTRL PUMP SEL MESSAGE CLEARED",". 

PERFORMED OPS CHECK OF FUEL XFER SYSTEM IAW EMB145XR AMM 28-10-00. OPS CHECK SAT. NO DEFECTS NOTED.",FUEL TRANSFER
AC WILL NOT PRESSURE REFUEL / LOTO INSTALLED,". 

RESET REPEATER. OPS CHECK GOOD IAW EMB 145 AMM 12-11-01. / REMOVED AND STOWED IAW GMM",PRESSURE REFUEL
BRAKE DEGRADED EICAS MESSAGE DURING APPROACH TO LAND. RIGHT OUTBOARD BRAKE TEMP WENT TO AMBER QUICKLY AFTER ACTIVATION / LOTO INSTALLED / BRAKE DEGRADED EICAS MESSAGE DURING APPROACH TO LAND. RIGHT OUTBOARD BRAKE TEMP WENT TO AMBER QUICKLY AFTER ACTIVATION,". 

INSPECTED #4 BRAKE IRW EMB 145 AMM 32-49-03. NO FAULTS FOUND. INSPECTED ALL 4 MAIN WHEEL SPEED TRANSDUCERS AND HUB CAP ASSYS IAW EMB 145 AMM 32-49-02. NO FAULTS FOUND. FURTHER T/S REQUIRED. / REMOVED AND STOWED LOTO AS REQUIRED / RR BRAKE CONTROL UNIT IAW EMB 145XR AMM 32-41-02. RR INBOARD BRAKE CONTROL VALVE IAW EMB 145XR AMM 32-41-06 OPS CHECK GOOD IAW EMB 145XR AMM 32-41-00. PERFORMED TAXI CHECK WITH NO DEFECTS.",BRAKE DEGRADE
STEERING HANDWHEEL PULLS TO THE RIGHT IN NEUTRAL POSITION WHEN ENGAGED,". 

ADJUSTED STEERING POTENTIOMETER IRT EMB 145 AMM 32-50-00",NOSE WHEEL STEERING
RT WING LANDING LIGHT INOP / LOTO INSTALLED,". 

DEFERRED PER MEL 33-41-00-1. PULLED AND COLLARED CB H18 . PLACARD APPLIED. / R AND R RH LANDING LIGHT LAMP IAW EMB 145 AMM 33-41-02. OPS CHECK SAT. CB H18 RETURNED TO NORMAL POSITION. PLACARD REMOVED MEL CLEARED / REMOVED AND STOWED LOTO AS REQUIRED",EXTERIOR LIGHT
FO MFD IS NOT DISPLAYING WEATHER RADAR (INTERMITTENT) / LOTO INSTALLED,". 

R&R FO MFD IRT EMB 145 AMM 34-22-01 OPS CHECKED RADAR IRT EMB 145 AMM 34-42-00 OPS CHECK SAT AT THIS TIME / LOTO REMOVED AND STOWED",DU/PFD/MFD
TERRAIN FAIL TERRAIN INOP ON EICAS INTERMITINT DURING FLIGHT / LOTO DEVICE INSTALLED,". 

DEFER PER MEL 34-41-00-9, CAT II NOT AUTHORIZED, PLACARDS APPLIED / LP 1016572 TROUBLESHOT TERRAIN FAIL TERRAIN INOP ON EICAS IAW EMB 145 XR FIM 34-41-00-810-807-A BLOCK 1 ONLY PERFORMED OPS CHECK OF FMS IAW EMB 145 XR AMM 34-61-00-700-801-A OPS CHK GOOD FURTHER T/S REQ. MEL 34-41-00-9 CONT. / LOTO DEVICE REMOVED AND STOWED",EGPWS/WINDSHEAR/TERR
ISIS ERRONIOUS PITCH AND BANKINDICATIONS DURRING T/O ROLL (AS MUCH AS 10DEG PITCH DOWN AND 10DEG LEFT BANK) / LOTO INSTALLED / EIE,". 

SYSTEM RESET SUCCESSFUL PER MAINTENANCE CONTROL PER TA E145 -0500-2020-001 NO FURTHER DEFECTS / LOTO REMOVED AND STOWED / EIE",ISIS
ISIS ATTITUDE INDICATOR SHAKES WHEN GOING OVER BUMPS GETS OUT OF PITCH AND BANK ALIGNMENT. / LOTO DEVICE INSTALLED,". 

ISIS R/R ISIS OPS AND LEAK CK GOOD REF EMB 145MM 34-01-01 / LOTO REMOVED LOTO",ISIS
CAPTAIN RA SELECTOR KNOB LOOSE / LOTO INSTALLED,". 

RESECURED CA SIDE RA ADJUSTEMNT KNOB IRW EMB 145 AMM 20-13-03. RA TUNES PROPERLY IRW EMB 145 AMM 34-31-00. NO FURTHER DEFECTS NOTED AT THIS TIME / LOTO REMOVED AND STOWED AS REQUIRED",KNOB/BEZEL
"HSV #2 FAIL ON DESCENT, LEAVING FL 250 / LOTO INSTALLED",". 

R/R HSV #2 IAW EMB 145 AMM 36-11-02. OPS CHECK SAT. / LOTO REMOVED AND STOWED",BLEED VALVE
HS VLV 2 FAIL CAUTION MESSAGE IN FLIGHT IN DECENT FROM 340FL TO 330FL. / LOTO INSTALLED,". 

PERFORMED OPS CHECK OF HSV 2 IRT EMB 145 AMM 36-11-02 OPS CHECK SAT / REMOVED AND STOWED LOTO",BLEED VALVE
"APU GEN OFF BUS, INTERMITINT AFTER RESET / LOTO DEVICE INSTALLED",". 

PERFORMED APU GEN OPS CHECK IRT EMB 145 AMM 24-34-00 NO DEFECTS NOTED AT THIS TIME / REMOVED AND STOWED LOTO AS REQ",APU GEN PROBLEM
SAFETY GRAB STRAP FOR GALLEY DOOR FELL OFF / VERIFY NEF PROCEDURE,". 

DEFERRED PER NEF 25-92-03-1. PLACARD APPLIED. / LP-1016940 RESECURED SCREW FOR SAFETY GRAB STRAP GALLEY DOOR IAW EMB145 IPC 25-20-01. OPS CK GOOD. PLACARD REMOVED, NEF CLEARED.",GALLEY
FO SIDE DV WINDOW NOT LOCKING UP FULLY / LOTO INSTALLED,". 

FO SIDE DV WINDOW FULLY CLOSED FO SIDE WINDOW IN REF TO EMB 145 AMM 56-11-00 / LOTO REMOVED",DV WINDOW
MISSING ONE NORMAL CHECKLIST,". 

DEFER PER NEF 25-93-23-2, PLACARD APPLIED / CHECK LIST FOUND UNDER PILOT CHAIR, STOWED AS REQUIRED. PLACARD REMOVED, NEF CLEARED",PAPERWORK
CAPT NORMAL CHECKLIST MISSING,". 

REPLACED MISSING CAPT NORMAL CHECKLIST AS REQUIRED",PAPERWORK
BIRD STRIKE ON CAPT FRONT WINDOW / LOTO INSTALLED,". 

LP 52866 CLEANED BIRD REMAINS AND INSPECTED A/C IAW EMB 145 AMM 05-50-08-200-802-A. NO DEFECTS NOTED. / LP 52866 LOTO REMOVED AND STOWED AS REQUIRED",BIRDSTRIKE
RESIDUAL OIL UNDER AND SEEPING OUT OF ENG #1 / LOTO DEVICE INSTALLED,". 

#1 ENG OIL LEAK R/R #1 ENG STARTER GARLOCK SEAL IAW ROLLS ROYCE AMM 72-63-10 OPS CHECK GOOD / LOTO REMOVED AND STOWED LOTO",ENG OIL
ENG #2 NEEDS OIL. AT 8QTS / LOTO DEVICE INSTALLED,". 

FILLED ENG #2 IAW EMB 145 AMM 12-12-01 / LOTO REMOVED AND STOWED",ENG OIL
LOOSE SCREW ON RH ENGINE DOOR PANEL / LOTO INSTALLED,". 

RSECURED SCREW ON ENG 2 OIL SERVICE PANEL IAW EMB 145 AMM 12-12-01. / LOTO REMOVED AND STOWED.",MISSING/LOOSE SCREW
"PACK 1 VLV CLOSED ON EICAS AFTER TAKEOFF, WOULD NOT RESET, MADE 2 ATTEMPTS. / LOTO DEVICE INSTALLED",". 

PACK REPLACED #1 PACK DUCT & OP/S CHECKED GOOD REF EMB 145MM 21-51-00 / LO TO REMOVED",PACK DUCT
AP FAIL AUTO TRIM FAIL IN FLIGHT. / 1022130 LOTO INSTALLED,,AP/YD
ACARS SYSTEM INOP / LOTO INSTALLED / SEE WO 102030976 FOR THE ACARS AMI UPDATE PROCEDURE.,". 

DEFERRED ACARS PER MEL 23-20-01-1, PLACARD INSTALLED / LOTO REMOVED AND STOWED",ACARS
FA REPORTS CD PLAYER INOP / LOTO INSTALLED,". 

CD PLAYER INSTALLED CD OPS CHECK OF CD PLAYER OPS GOOD REF TO EMB 145AMM 23-32-00 / LOTO REMOVED AND STOWED LOTO",CD PLAYER
FA SAFETY CD BROKEN / LOTO DEVICE INSTALLED,". 

R&R ANNOUNCEMENT CD AND OPS CHECK SAT IAW EMB 145 AMM 23-32-00 / REMOVED AND STOWED",CD PLAYER
CO-PILOT HAND MIC MISSING / LOTO DEVICE INSTALLED,". 

REPLACED MISSING CP HAND MIC AS REQUIRED / LOTO REMOVED AND STOWED",COMM
FWD FA CABIN INTERPHONE NOT WORKING. / LOTO DEVICE INSTALLED,". 

REMOVED FWD FA PHONE, FOUND PIN TO BE BROKEN, R&R CONNECTOR PIN IAW EMB 145 SWPM 20-21-00, INSTALLED PHONE IAW 23-31-03 OPS CHECK GOOD IAW 23-31-00. / LOTO REMOVED AND STOWED",PA/INTERPHONE
115 VAC BUS OFF EICAS MESSAGE APPEARS INTERMITTENT,". 

R&R INVERTER IRT EMB 145 AMM 24-20-01 OPS CHECK SAT AT THIS TIME",ELECTRICAL PROBLEM
GEN #1 115 AMPS AND GEN #3 50 AMPS. NO CLICKING NOISE IN FLIGHT DECK. / LOTO INSTALLED,". 

DEFER PER MEL 24-31-01-2, PLACARD APPLIED PULLED AND COLLARED CB D8 AND D9 (LH DIST) / LOTO DEVICE REMOVED AND STOWED",MAIN GEN PROBLEM
4D WINDOW SHROUD NOT SECURE / LOTO INSTALLED,". 

4D WINDOW SHROUD NOT SECURE SECURED WINDOW REVEAL AT 4D WITH CARGO TAPE. DEFERRED PER NEF 25-90-15-1 PLACARD APPLIED. / LOTO INSTALLED LOTO REMOVED AND STOWED.",CABIN INTERIOR
FOS GRAB HANDLE BROKEN / MEL VERIFICATION REQ,". 

DEFERED PER NEF 25-93-03-1PLACARD INSTALED / L/P 97366 VERIFIED NEF 25-93-03-1. PLACARD APPLIED. NEF CONTINUES. REMOVED & STOWED LOTO AS REQ.",COCKPIT EQUIP/INTERIOR
CAPT GRAB HANDLE BROKEN,". 

DEFERRED PER NEF 25-93-03-1. PLACARD APPLIED",COCKPIT EQUIP/INTERIOR
CAPTAIN`S SEAT WILL NOT RISE OFF THE FLOOR. / LOTO INSTALLED,". 

CAPTAIN`S SEAT WILL NOT RISE OFF THE FLOOR. ADJUSTED CAPT SEAT,REF EMB 145 VCMM 25-11-71 OPS CHECK GOOD / LOTO INSTALLED LOTO REMOVED AND STOWED",CREW SEAT
FA GALLEY CURTAIN STRAP BROKEN / LOTO INSTALLED,". 

SECURED FA GALLEY CURTAIN STRAP,REF EMB 145 AMM 25-00-00 / LOTO REMOVED AND STOWED",GALLEY
PULL OUT COUNTER ON GALLEY BROKEN,". 

LP 52866 ADJUSTED PULL OUT COUNTER IAW C&D ZODIAC VCMM 25-31-98. OP CHECK GOOD.",GALLEY
SEAT 11 C AND D RECLINES INTO EXIT ROW,". 

DEACTIVATED SEATS C+D RECLINE ACTUATORS,REF EMB 145 AMM 25-20-59 OPS CK GOOD",PAX SEAT
BOTH CONTROL COLUMN FLOOR LINING BOOTS HAVE BROKEN SNAPS / LOTO INSTALLED,". 

DEFERED PER NEF 25-93-10-1 LINING BOOT IN PLACE NOT INTERFERING WITH MOVEMENT. / REMOVED AND STOWED AS REQ",COCKPIT EQUIP/INTERIOR
RUDDER SYS 1-2 INOP CAUTION MSG DISPLAYED ON LANDING.,". 

FOUND TO BE A TRANSITORY CONDITION OF THE RUDDER ELECTRICAL CIRCUIT IAW E145 FIM 27-22-00-810-804-A PER MXC. NO FURTHER ACTION REQUIRED.",RUDDER SYS
SPOILERS FLICKER OPEN AND CLOSED DURING TAXI / LOTO INSTALLED,". 

INSPECTED ALL 4 MAIN WHEEL HUB CAPS AND WHEEL SPEED TRANSDUCER CLIPS. ADJUSTED DRIVE CLIP GAPS TO REQUIRED LIMITS IAW E145 AMM 32-49-02. INSPECTED SPOILER PROX SENSORS WITH NO DEFECTS FOUND AND PERFORMED A SUCCESSFUL OPS CHECK OF THE SPOILER SYSTEM IAW E145 AMM 27-63-01. TAXI CHECK WITH CREW GOOD. COULD NOT DUPLICATE FAULT. ROBERT TAIN A&P 2810351 / LOTO REMOVED AND STOWED AS REQUIRED. ROBERT TAIN A",SPOILER PROBLEM
SPOILER FAIL EICAS MSG AFTER STARTUP / LOTO INSTALLED,". 

SPOILER FAIL MSG R/R SPOILER CONTROL UNIT, IAW EMB 145XR MM 27-63-02, OPS CK GOOD / LOTO REM",SPOILER PROBLEM
FUEL CONFIG EICAS MESSAGE. NO READOUT ON VENTRAL FUEL AND TOTAL FUEL / LOTO INSTALLED,". 

R&R DAU 1 IRT EMB 145 AMM 31-41-01 OPS CHECK SAT AT THIS TIME / LOTO REMOVED AND STOWED",DAU
LG AIR GROUND FAIL ON EICAS IN FLIGHT / FDR AND CMC DOWNLOAD REQUIRED,". 

FDR AND CMC DOWNLOAD PER ENGINEERING",AIR/GND FAIL
NOSE LANDING LIGHT OUT / LOTO INSTALLED,". 

INSPECTED NLG LIGHT OPS CHECK GOOD FOUND TAXI LIGHTS INOP R/R NLG TAXI LIGHTS IAW EMB 145 AMM 33-43-02 OPS CHECK GOOD / LOTO REMOVED AND STOWED",EXTERIOR LIGHT
TAXI LIGHT COVER REQUIRES CORRECT POSITION OF SCREW,". 

REINSTALLED TAXI LIGHT COVER IAW EMB 145 AMM 33-42-02.",EXTERIOR LIGHT
LAV SINK CLOGGED / LOTO DEVICE INSTALLED,". 

UNCLOGGED LAV SINK REF EMB 145 AMM 38-33-01 OPS CHECK GOOD / LOTO REMOVED AND STOWED",POTABLE WATER
APU FAIL AT GATE / LOTO INSTALLED,". 

OPS CHECKED APU IRT EMB 145 AMM 29-13-00 OPS CHECK SAT AT THIS TIME / LOTO REMOVED AND STOWED",APU FAIL
APU FAIL ON EICAS / MEL VERIFY REQ,". 

DEFERED PER MEL 49-00-00-1 PULLED AND COLLARD C30 AND E6 C/B PLACARD INSTALLED",APU FAIL
LOOSE SCREW LEFT TOP WING FAIRNING / LOTO INSTALLED,". 

TIGHTENED SCREWS ON LEFT WING TOP FAIRING IAW EMB 145 AMM 20-10-07. / LOTO REMOVED",MISSING/LOOSE SCREW
E1 SHORT DISP,". 

SYSTEM RESET SUCSESSFUL PER MANTENANCE CONTROL IAW TA E2145 -0500-2020-001 NO FURTHER DEFECTS",ENG NO DISP/SHORT DISP
"RIGHT ENG OIL TEMP RED LINE IN FLIGHT, STAYED HOT AT ALL THRUST LEVER SETTINGS / LOTO DEVICE INSTALLED",". 

RR #2 ENGINE OIL PRESSURE/ TEMP SENSOR RRMM 79-31-00 PERFORMED HIGH POWER RUNS OPS AND LEAKS CHECK SAT NO NOTED. / LOTO REMOVED AND STOWED",ENG OIL TEMP
ENG #2 REV DISAGREE AND #2 REV FAIL.AND REV AMBER EICAS MESSAGE DISPLAYED WHEN TR IS STOWED AFTER LANDING / LOTO INSTALLED,". 

DEFERRED PER MEL 78-34-00-1 COMPLIED WITH MX PROCEDURES BY INHIBITING #2 ICU AND #2 TR . PLACARD APPLIED. NO LEAKS NOTED. / REMOVED AND STOWED LOTO AS REQUIRED",T/R DISAGREE
ENG 1-2 REV DISAGREE ON EICAS IN FLIGHT / EIE,,T/R DISAGREE
LOTO INSTALLED,". 

LOTO REMOVED AND STOWED LOTO AS REQ",OTHER
"E T/O RES DURING WINDSHEAR GO AROUND FOR LESS THAN 15 SEC, AND NO EXCEEDANCES NOTED.",". 

PER MX CONTROL, AC OKAY FOR CONTINUED SERVICE IRT EMB 145 ASM SEC 10, PG 26. LOG BOOK ENTRY FOR TRACKING PURPOSES.",SPECIAL INSPECTION
POTENTIAL HARD LANDING / LOTO DEVICE INSTALLED / PHASE II INSPECTION REQUIRED ON BOTH THE MLG AND NLG AS PER ENGINEERING.,". 

C/W PHASE 2 HARD LANDING INSPECTION IAW EMB145XR AMM 5-50-02. NO DEFECTS NOTED. / LOTO DEVICE REMOVED AND STOWED / PERFORMED BORESCOPE INSPECTION ON LH AND RH ENGINE IAW RRMM 05-50-00-200-805. NO DEFECTS NOTED AT THIS TIME.",SPECIAL INSPECTION
CAPT PTT SWITCH PLACARD DAMAGED / LOTO DEVICE INSTALLED,". 

CAPT PTT R/R CAPT PTTG PLACARD REF EMB 145MM 20-12-04 / LOTO REMOVED LOTO",PLACARD
MISSING SCREW NEAR RIGHT WHEEL WELL / LOTO INSTALLED,". 

INSTALLED MISSING SCREW IAW EMB 145 AMM 20-10-07. / LOTO REMOVED AND STOWED AS REQUIRED.",MISSING/LOOSE SCREW
LOOSE SCREW NEAR LEFT WING VENTRAL TANK,". 

RE TORQ SET SCREW IAW EMB 145 AMM 20-10-07.",MISSING/LOOSE SCREW
BACK OF CABIN IS NOT GETTING ENOUGH COOL AIR IN AUTO MODE. / LOTO INSTALLED,". 

REMOVED AND REPLACED RECIRCULATION FAN, IN REF EMB -145-AMM-21-24-01 OPS CHECK SAT / LOTO INSTALLED LOTO REMOVED AND STOWED.",AIR DISTRIBUTION
PACK 2 OVERHEAT EICAS MSG DURING ON APPROACH WITH PACK 2 VALVE CLOSED ADVISORY MSG / LOTO INSTALLED,". 

REMOVED AND REPLACED #2 PACK SWITCH BUTTON IAW EMB. 145 AMM 20-13-04. REMOVED AND REPLACED #2 PACK VALVE IAW EMB. 145 AMM 21-51-01. OPS CHECK SAT. / REMOVED AND STOWED LOTO.",PACK VALVE
COCKPIT TEMP CONTROL INOP IN THE AUTO MODE / LOTO INSTALLED,". 

DEFERED AUTO MODE OF COCKPIT TEMP CONTROL PER MEL 21-60-04-1 PLACARD INSTALLED / PACK REF W/O 102032453 FOR R/R OF DUEL TEMP CONTROL VALVE .OP/S CHECKED AUTO MODE GOOD REF EMB 145MM 21-51-00 / LOTO REMOVED AND STOWED AS REQUIRED",PACK TEMP
PACK 2 VALVE CLOSED ON EICAS INTERMITTENTLY IN FLIGHT / LOTO INSTALLED,". 

FOUND SLEEVE TO HEAT EXCHANGER BLOWN, R/R SLEEVE IAW EMB 145 AMM 21-51-02, OPS CHECK SAT. / LOTO REMOVED AND STOWED",PACK VALVE
AUTO PILOT FAIL AND YAW DAMPNER FAIL ON EICAS,". 

PEFORMED RESET PER TA E145-0500-2020-001 REV 7 1.33 NO FURTHER ACTION REQUIRED. RESET PER MXC",AP/YD
FA ANNOUNCEMENT CD BROKEN / LOTO DEVICE INSTALLED,". 

FA C D REPLACED FA ANNOUNCEMENT CD AS REQUIRED. / LOTO REMOVED AND STOWED.",CD PLAYER
NO AUDIO NOTICE OVER CAPTAIN SIDE SPEAKER / LOTO INSTALLED,". 

OPS CHECKED CA SPEAKER IRT EMB 145 AMM 31-51-00 OPS CHECK SAT AT THIS TIME / LOTO REMOVED AND STOWED",COMM
GPU INLET MIDDLE PRONG RECESSED INTO THE AIRCRAFT. / LOTO DEVICE INSTALLED / MEL VERIFICATIONR EQUIRED,". 

DEFERRED EXTERNAL POWER SYSTEM PER MEL 24-40-00-1, PLACARD INSTALLED. / LP 52873 R&R EXTERNAL POWER RECEPTICLE IAW EMB 145 AMM 24-40-01. OPS CHECK GOOD. MEL CLEARED. PLACARDS REMOVED. -DH 3769104 / PER MX CONTROL, REMOVED AND STOWED LOTO / MEL VERIFIED AND CLOSED",EXTERNAL POWER
CARGO BAG DOOR KICK PLATE HINGE BROKEN / LOTO INSTALLED,". 

REMOVED AND REPLACED CARGO DOOR RAMP IAW EMB145XR AMM 25-50-03 / LOTO REMOVED AND STOWD",BAGGAGE DOOR
SETA 11A WINDOE TRIM FELL OFF,". 

TRIM RESUCURED 11A WINDOW TRIM REF TO EMB 145 AMM 25-23-01-",CABIN INTERIOR
FO`S CONTROL BOOT 3 SNAPS IS MISSING / LOTO INSTALLED,". 

DEFERRED PER NEF 25-93-10-1 . PLACARD INSTALLED. BOOT NOT IMPEDING CONTROL COLUMN. BOOT IS IN PLACE. / DEFERAL LOCATION CHANGE / LP 1022449 R&R F/O CONTROL COLUMN BOOT IAW EMB145 AMM 25-12-14. NEF CLEARED, PLACARD REMOVED. / REMOVED AND STOWED LOTO DEVICE AS REQUIRED.",COCKPIT EQUIP/INTERIOR
FO`S BAG EFB MOUNT KEEPS FALLING OFF / LOTO INSTALLED,". 

INSPECTED & CLEANED FO SIDE EFB MOUNT. RESECURED MOUNT. OPS CK SAT. / REMOVED & STOWED LOTO AS REQ.",COCKPIT EQUIP/INTERIOR
SUSPECT BOTH COFFEE POTS LEAKING / LOTO INSTALLED,,COFFEE POT/MAKER
